_id,aabb,class,faceType,numFaces,numVerts,path
633b6e788e368ab51dbd98b1,"[-0.514921,-0.889206,-0.45636,0.606259,0.916304,0.385974]",Ant,tri,15750,7877,data\LabeledDB_new\Ant\90.off
633b6e788e368ab51dbd98b2,"[-0.567598,-0.802261,-0.492147,0.596869,0.970994,0.406603]",Ant,tri,17276,8640,data\LabeledDB_new\Ant\91.off
633b6e788e368ab51dbd98b3,"[-0.456019,-0.910711,-0.312308,0.502694,0.998207,0.262275]",Ant,tri,11730,5867,data\LabeledDB_new\Ant\92.off
633b6e788e368ab51dbd98b4,"[-0.789443,-0.886703,-0.224755,0.752337,0.95123,0.491097]",Ant,tri,16432,8216,data\LabeledDB_new\Ant\93.off
633b6e788e368ab51dbd98b5,"[-0.9297,-0.290205,-0.777123,0.79455,0.330704,0.716456]",Ant,tri,14468,7236,data\LabeledDB_new\Ant\94.off
633b6e788e368ab51dbd98b6,"[-0.666332,-0.82165,-0.229448,0.514417,0.95625,0.253013]",Ant,tri,14706,7355,data\LabeledDB_new\Ant\95.off
633b6e788e368ab51dbd98b7,"[-0.760462,-0.965739,-0.332062,0.623121,0.730517,0.402383]",Ant,tri,17004,8504,data\LabeledDB_new\Ant\96.off
633b6e788e368ab51dbd98b8,"[-0.562256,-0.883007,-0.184666,0.490104,0.829995,0.211496]",Ant,tri,16330,8167,data\LabeledDB_new\Ant\97.off
633b6e788e368ab51dbd98b9,"[-0.445653,-0.958272,-0.428723,0.392499,0.938639,0.381281]",Ant,tri,12304,6154,data\LabeledDB_new\Ant\98.off
633b6e788e368ab51dbd98ba,"[-0.58799,-0.936403,-0.479503,0.673112,0.816047,0.285208]",Ant,tri,13758,6881,data\LabeledDB_new\Ant\99.off
633b6e788e368ab51dbd98bb,"[-0.706117,-0.684591,-0.471506,0.543287,0.642828,0.658752]",Armadillo,tri,50542,25273,data\LabeledDB_new\Armadillo\281.off
633b6e788e368ab51dbd98bc,"[-0.40091,-0.892775,-0.490459,0.448975,0.727284,0.487339]",Armadillo,tri,48942,24473,data\LabeledDB_new\Armadillo\282.off
633b6e788e368ab51dbd98bd,"[-0.47476,-0.951002,-0.473004,0.413383,0.927686,0.460674]",Armadillo,tri,48964,24484,data\LabeledDB_new\Armadillo\283.off
633b6e788e368ab51dbd98be,"[-0.560302,-0.842525,-0.701549,0.597502,0.596627,0.695852]",Armadillo,tri,50984,25494,data\LabeledDB_new\Armadillo\284.off
633b6e788e368ab51dbd98bf,"[-0.477105,-0.86975,-0.787469,0.556668,0.680658,0.642696]",Armadillo,tri,50382,25193,data\LabeledDB_new\Armadillo\285.off
633b6e788e368ab51dbd98c0,"[-0.627113,-0.657124,-0.762355,0.712486,0.664345,0.553417]",Armadillo,tri,50212,25108,data\LabeledDB_new\Armadillo\286.off
633b6e788e368ab51dbd98c1,"[-0.630165,-0.647007,-0.729643,0.685147,0.839888,0.715232]",Armadillo,tri,50978,25491,data\LabeledDB_new\Armadillo\287.off
633b6e788e368ab51dbd98c2,"[-0.665666,-0.778812,-0.628892,0.79735,0.687606,0.770497]",Armadillo,tri,39996,20000,data\LabeledDB_new\Armadillo\288.off
633b6e788e368ab51dbd98c3,"[-0.928195,-0.88401,-0.566932,0.867028,0.629458,0.897409]",Armadillo,tri,50418,25211,data\LabeledDB_new\Armadillo\289.off
633b6e788e368ab51dbd98c4,"[-0.683127,-0.748136,-0.592389,0.39191,0.706428,0.609401]",Armadillo,tri,50858,25431,data\LabeledDB_new\Armadillo\290.off
633b6e788e368ab51dbd98c5,"[-0.473435,-0.9804,-0.472746,0.461244,0.906847,0.433274]",Armadillo,tri,49226,24615,data\LabeledDB_new\Armadillo\291.off
633b6e788e368ab51dbd98c6,"[-0.698511,-0.679818,-0.487378,0.582126,0.645493,0.678569]",Armadillo,tri,43544,21774,data\LabeledDB_new\Armadillo\292.off
633b6e788e368ab51dbd98c7,"[-0.405906,-0.890564,-0.487903,0.447672,0.736436,0.493896]",Armadillo,tri,29996,15000,data\LabeledDB_new\Armadillo\293.off
633b6e788e368ab51dbd98c8,"[-0.31574,-0.946287,-0.475999,0.374745,0.90487,0.443987]",Armadillo,tri,32998,16501,data\LabeledDB_new\Armadillo\294.off
633b6e788e368ab51dbd98c9,"[-0.577011,-0.888275,-0.502637,0.551512,0.514481,0.628186]",Armadillo,tri,33556,16780,data\LabeledDB_new\Armadillo\295.off
633b6e788e368ab51dbd98ca,"[-0.453337,-0.866525,-0.661382,0.422973,0.730381,0.616184]",Armadillo,tri,31660,15832,data\LabeledDB_new\Armadillo\296.off
633b6e788e368ab51dbd98cb,"[-0.611833,-0.544669,-0.798315,0.759547,0.592409,0.512679]",Armadillo,tri,30626,15315,data\LabeledDB_new\Armadillo\297.off
633b6e788e368ab51dbd98cc,"[-0.63471,-0.66606,-0.677813,0.686633,0.826428,0.709801]",Armadillo,tri,29996,15000,data\LabeledDB_new\Armadillo\298.off
633b6e788e368ab51dbd98cd,"[-0.684075,-0.772894,-0.623182,0.785519,0.706352,0.789196]",Armadillo,tri,34230,17117,data\LabeledDB_new\Armadillo\299.off
633b6e788e368ab51dbd98ce,"[-0.917825,-0.858887,-0.568889,0.860955,0.579938,0.88204]",Armadillo,tri,34902,17453,data\LabeledDB_new\Armadillo\300.off
633b6e788e368ab51dbd98cf,"[-0.231885,-0.231494,-0.99838,0.231652,0.231261,0.542383]",Bearing,tri,3322,1663,data\LabeledDB_new\Bearing\341.off
633b6e788e368ab51dbd98d0,"[-0.285383,-0.286987,-0.941667,0.288797,0.286222,0.966859]",Bearing,tri,3322,1663,data\LabeledDB_new\Bearing\342.off
633b6e788e368ab51dbd98d1,"[-0.276699,-0.276398,-0.840792,0.276405,0.275771,0.997682]",Bearing,tri,3322,1663,data\LabeledDB_new\Bearing\343.off
633b6e788e368ab51dbd98d2,"[-0.262406,-0.824967,-0.262549,0.264029,0.399877,0.259591]",Bearing,tri,6360,3182,data\LabeledDB_new\Bearing\344.off
633b6e788e368ab51dbd98d3,"[-0.266991,-0.819012,-0.263469,0.26615,0.401818,0.264304]",Bearing,tri,7224,3614,data\LabeledDB_new\Bearing\345.off
633b6e788e368ab51dbd98d4,"[-0.267444,-0.402186,-0.266745,0.265877,0.817879,0.265049]",Bearing,tri,7170,3587,data\LabeledDB_new\Bearing\346.off
633b6e788e368ab51dbd98d5,"[-0.340364,-0.342209,-0.882126,0.339575,0.341917,0.940831]",Bearing,tri,5242,2623,data\LabeledDB_new\Bearing\347.off
633b6e788e368ab51dbd98d6,"[-0.077731,-0.504169,0.716162,0.0773,0.50374,0.871193]",Bearing,tri,5132,2568,data\LabeledDB_new\Bearing\348.off
633b6e788e368ab51dbd98d7,"[-0.145886,-0.996599,-0.145886,0.124,0.75802,0.124]",Bearing,tri,5132,2568,data\LabeledDB_new\Bearing\349.off
633b6e788e368ab51dbd98d8,"[-0.141916,-0.141449,-0.856961,0.143134,0.143601,0.997773]",Bearing,tri,17514,8759,data\LabeledDB_new\Bearing\350.off
633b6e788e368ab51dbd98d9,"[-0.261503,-0.261587,-0.991175,0.261133,0.263057,0.850596]",Bearing,tri,10380,5192,data\LabeledDB_new\Bearing\351.off
633b6e788e368ab51dbd98da,"[-0.233216,-0.231485,-0.99319,0.232391,0.231397,0.636527]",Bearing,tri,20796,10400,data\LabeledDB_new\Bearing\352.off
633b6e788e368ab51dbd98db,"[-0.826823,-0.190733,-0.190732,0.998541,0.191648,0.191649]",Bearing,tri,3020,1512,data\LabeledDB_new\Bearing\353.off
633b6e788e368ab51dbd98dc,"[-0.172872,-0.222799,-0.172553,0.172716,0.995455,0.172466]",Bearing,tri,5816,2910,data\LabeledDB_new\Bearing\354.off
633b6e788e368ab51dbd98dd,"[-0.124472,-0.994143,-0.123083,0.12416,0.994918,0.125549]",Bearing,tri,29984,14994,data\LabeledDB_new\Bearing\355.off
633b6e788e368ab51dbd98de,"[-0.124505,-0.994273,-0.123108,0.124144,0.994918,0.125541]",Bearing,tri,29980,14992,data\LabeledDB_new\Bearing\356.off
633b6e788e368ab51dbd98df,"[-0.988626,-0.06511,-0.132705,0.98104,0.065125,0.135563]",Bearing,tri,29764,14872,data\LabeledDB_new\Bearing\357.off
633b6e788e368ab51dbd98e0,"[-0.47443,-0.999126,-0.473974,0.474808,0.246267,0.475264]",Bearing,tri,28266,14127,data\LabeledDB_new\Bearing\358.off
633b6e788e368ab51dbd98e1,"[-0.476469,-0.250227,-0.474857,0.475753,0.999094,0.477366]",Bearing,tri,29924,14956,data\LabeledDB_new\Bearing\359.off
633b6e788e368ab51dbd98e2,"[-0.019954,-0.018536,0.808332,0.018022,0.019193,0.999886]",Bearing,tri,4396,2200,data\LabeledDB_new\Bearing\360.off
633b6e788e368ab51dbd98e3,"[-0.817241,-0.19001,-0.991542,0.572893,0.096359,0.996323]",Bird,tri,6952,3478,data\LabeledDB_new\Bird\241.off
633b6e788e368ab51dbd98e4,"[-0.908609,-0.375195,-0.661338,0.909242,0.427749,0.637271]",Bird,tri,15694,7849,data\LabeledDB_new\Bird\242.off
633b6e788e368ab51dbd98e5,"[-0.994221,-0.251224,-0.283915,0.998279,0.260431,0.279869]",Bird,tri,6312,3158,data\LabeledDB_new\Bird\243.off
633b6e788e368ab51dbd98e6,"[-0.979481,-0.196637,-0.541803,0.987675,0.082153,0.380353]",Bird,tri,8998,4501,data\LabeledDB_new\Bird\244.off
633b6e788e368ab51dbd98e7,"[-0.905726,-0.360399,-0.66175,0.909522,0.411998,0.594742]",Bird,tri,12946,6475,data\LabeledDB_new\Bird\245.off
633b6e788e368ab51dbd98e8,"[-0.972137,-0.35037,-0.349167,0.977143,0.193331,0.300813]",Bird,tri,8434,4219,data\LabeledDB_new\Bird\246.off
633b6e788e368ab51dbd98e9,"[-0.912034,-0.343769,-0.59118,0.939714,0.384718,0.413943]",Bird,tri,11034,5519,data\LabeledDB_new\Bird\247.off
633b6e788e368ab51dbd98ea,"[-0.769412,-0.505852,-0.724197,0.684537,0.687331,0.517258]",Bird,tri,23576,11790,data\LabeledDB_new\Bird\248.off
633b6e788e368ab51dbd98eb,"[-0.995464,-0.31703,-0.515943,0.968477,0.076347,0.445595]",Bird,tri,7424,3714,data\LabeledDB_new\Bird\249.off
633b6e788e368ab51dbd98ec,"[-0.596978,-0.943793,-0.115959,0.75775,0.970807,0.068393]",Bird,tri,8556,4280,data\LabeledDB_new\Bird\250.off
633b6e788e368ab51dbd98ed,"[-0.994221,-0.251224,-0.283915,0.998279,0.260431,0.279869]",Bird,tri,6312,3158,data\LabeledDB_new\Bird\251.off
633b6e788e368ab51dbd98ee,"[-0.873199,-0.483389,-0.622096,0.863273,0.286749,0.444213]",Bird,tri,12698,6351,data\LabeledDB_new\Bird\252.off
633b6e788e368ab51dbd98ef,"[-0.920349,-0.17476,-0.690524,0.913236,0.317059,0.899329]",Bird,tri,12324,6164,data\LabeledDB_new\Bird\253.off
633b6e788e368ab51dbd98f0,"[-0.134714,-0.997037,-0.535184,0.075077,0.997805,0.416893]",Bird,tri,7272,3638,data\LabeledDB_new\Bird\254.off
633b6e788e368ab51dbd98f1,"[-0.96463,-0.30213,-0.511554,0.976911,0.22517,0.55328]",Bird,tri,10104,5054,data\LabeledDB_new\Bird\255.off
633b6e788e368ab51dbd98f2,"[-0.769096,-0.587246,-0.77253,0.941027,0.456183,0.863964]",Bird,tri,11936,5970,data\LabeledDB_new\Bird\256.off
633b6e788e368ab51dbd98f3,"[-0.961106,-0.190417,-0.570424,0.952787,0.082656,0.384807]",Bird,tri,4266,2135,data\LabeledDB_new\Bird\257.off
633b6e788e368ab51dbd98f4,"[-0.654389,-0.65958,-0.627187,0.742536,0.745679,0.630926]",Bird,tri,17888,8946,data\LabeledDB_new\Bird\258.off
633b6e788e368ab51dbd98f5,"[-0.89837,-0.314132,-0.739547,0.903926,0.287996,0.883729]",Bird,tri,18026,9015,data\LabeledDB_new\Bird\259.off
633b6e788e368ab51dbd98f6,"[-0.487526,-0.451159,-0.661174,0.450508,0.659252,0.661503]",Bird,tri,4990,2497,data\LabeledDB_new\Bird\260.off
633b6e788e368ab51dbd98f7,"[-0.50411,-0.943762,-0.42413,0.469789,0.941315,0.414572]",Bust,tri,18500,9252,data\LabeledDB_new\Bust\301.off
633b6e788e368ab51dbd98f8,"[-0.702436,-0.764881,-0.507199,0.700089,0.9798,0.498003]",Bust,tri,50246,25125,data\LabeledDB_new\Bust\302.off
633b6e788e368ab51dbd98f9,"[-0.673445,-0.804114,-0.538,0.492645,0.542163,0.433348]",Bust,tri,31028,15516,data\LabeledDB_new\Bust\303.off
633b6e788e368ab51dbd98fa,"[-0.957968,-0.531792,-0.371623,0.975228,0.507017,0.398172]",Bust,tri,50930,25467,data\LabeledDB_new\Bust\304.off
633b6e788e368ab51dbd98fb,"[-0.768354,-0.904408,-0.660783,0.84122,0.80999,0.572598]",Bust,tri,55644,27824,data\LabeledDB_new\Bust\305.off
633b6e788e368ab51dbd98fc,"[-0.555583,-0.682752,-0.508109,0.690609,0.99804,0.504535]",Bust,tri,53592,26798,data\LabeledDB_new\Bust\306.off
633b6e788e368ab51dbd98fd,"[-0.912588,-0.851247,-0.838986,0.901272,0.812482,0.865703]",Bust,tri,54874,27439,data\LabeledDB_new\Bust\307.off
633b6e788e368ab51dbd98fe,"[-0.956582,-0.9225,-0.770538,0.767926,0.918834,0.753754]",Bust,tri,47948,23976,data\LabeledDB_new\Bust\308.off
633b6e788e368ab51dbd98ff,"[-0.558342,-0.572663,-0.875816,0.577043,0.577494,0.535348]",Bust,tri,10390,5197,data\LabeledDB_new\Bust\309.off
633b6e788e368ab51dbd9900,"[-0.998695,-0.921899,-0.628841,0.843467,0.924618,0.655525]",Bust,tri,16522,8263,data\LabeledDB_new\Bust\310.off
633b6e788e368ab51dbd9901,"[-0.573191,-0.789055,-0.681581,0.506864,0.985292,0.621898]",Bust,tri,50456,25230,data\LabeledDB_new\Bust\311.off
633b6e788e368ab51dbd9902,"[-0.720048,-0.71213,-0.593811,0.932582,0.782271,0.53192]",Bust,tri,53966,26985,data\LabeledDB_new\Bust\312.off
633b6e788e368ab51dbd9903,"[-0.600833,-0.88162,-0.644978,0.733413,0.79335,0.70034]",Bust,tri,21700,10852,data\LabeledDB_new\Bust\313.off
633b6e788e368ab51dbd9904,"[-0.736188,-0.578504,-0.398961,0.731317,0.992582,0.411304]",Bust,tri,52870,26437,data\LabeledDB_new\Bust\314.off
633b6e788e368ab51dbd9905,"[-0.530406,-0.865507,-0.681001,0.61504,0.718204,0.694789]",Bust,tri,51532,25768,data\LabeledDB_new\Bust\315.off
633b6e788e368ab51dbd9906,"[-0.514321,-0.894649,-0.636235,0.654632,0.724172,0.766385]",Bust,tri,46786,23395,data\LabeledDB_new\Bust\316.off
633b6e788e368ab51dbd9907,"[-0.516673,-0.986374,-0.725424,0.544574,0.813392,0.623639]",Bust,tri,55448,27726,data\LabeledDB_new\Bust\317.off
633b6e788e368ab51dbd9908,"[-0.520655,-0.747323,-0.760535,0.519813,0.684717,0.716309]",Bust,tri,50286,25145,data\LabeledDB_new\Bust\318.off
633b6e788e368ab51dbd9909,"[-0.984869,-0.527599,-0.55985,0.957168,0.552901,0.636884]",Bust,tri,53112,26558,data\LabeledDB_new\Bust\319.off
633b6e788e368ab51dbd990a,"[-0.890795,-0.774668,-0.695207,0.858232,0.955581,0.622633]",Bust,tri,54232,27118,data\LabeledDB_new\Bust\320.off
633b6e788e368ab51dbd990b,"[-0.493519,-0.821996,-0.374858,0.307603,0.8274,0.388485]",Chair,tri,16998,8499,data\LabeledDB_new\Chair\101.off
633b6e788e368ab51dbd990c,"[-0.609792,-0.759604,-0.677108,0.588386,0.810961,0.569081]",Chair,tri,31456,15724,data\LabeledDB_new\Chair\102.off
633b6e788e368ab51dbd990d,"[-0.489907,-0.81743,-0.447536,0.347921,0.842901,0.419289]",Chair,tri,19304,9652,data\LabeledDB_new\Chair\103.off
633b6e788e368ab51dbd990e,"[-0.334679,-0.391158,-0.877679,0.347536,0.273033,0.831891]",Chair,tri,17306,8653,data\LabeledDB_new\Chair\104.off
633b6e788e368ab51dbd990f,"[-0.327021,-0.396165,-0.878967,0.335791,0.248718,0.781982]",Chair,tri,18530,9261,data\LabeledDB_new\Chair\105.off
633b6e788e368ab51dbd9910,"[-0.611847,-0.469905,-0.859216,0.441864,0.475525,0.683096]",Chair,tri,28104,14052,data\LabeledDB_new\Chair\106.off
633b6e788e368ab51dbd9911,"[-0.580726,-0.896565,-0.485087,0.497275,0.877841,0.621226]",Chair,tri,22854,11421,data\LabeledDB_new\Chair\107.off
633b6e788e368ab51dbd9912,"[-0.608087,-0.894292,-0.586326,0.502543,0.889588,0.502049]",Chair,tri,21008,10500,data\LabeledDB_new\Chair\108.off
633b6e788e368ab51dbd9913,"[-0.428741,-0.767079,-0.371233,0.428097,0.622377,0.504622]",Chair,tri,20602,10301,data\LabeledDB_new\Chair\109.off
633b6e788e368ab51dbd9914,"[-0.325901,-0.876349,-0.420497,0.34473,0.764138,0.31437]",Chair,tri,16920,8456,data\LabeledDB_new\Chair\110.off
633b6e788e368ab51dbd9915,"[-0.33046,-0.876523,-0.417811,0.351096,0.790689,0.329557]",Chair,tri,16100,8050,data\LabeledDB_new\Chair\111.off
633b6e788e368ab51dbd9916,"[-0.392046,-0.781521,-0.54687,0.393354,0.646043,0.449151]",Chair,tri,27256,13628,data\LabeledDB_new\Chair\112.off
633b6e788e368ab51dbd9917,"[-0.461941,-0.857196,-0.451694,0.351039,0.61956,0.474219]",Chair,tri,21500,10748,data\LabeledDB_new\Chair\113.off
633b6e788e368ab51dbd9918,"[-0.30764,-0.868515,-0.300276,0.302145,0.556769,0.397898]",Chair,tri,11588,5794,data\LabeledDB_new\Chair\114.off
633b6e788e368ab51dbd9919,"[-0.451947,-0.859943,-0.457296,0.375666,0.643392,0.483736]",Chair,tri,20086,10043,data\LabeledDB_new\Chair\115.off
633b6e788e368ab51dbd991a,"[-0.488181,-0.791665,-0.439567,0.487429,0.848201,0.606391]",Chair,tri,26926,13463,data\LabeledDB_new\Chair\116.off
633b6e788e368ab51dbd991b,"[-0.467754,-0.852238,-0.410997,0.47415,0.744206,0.558457]",Chair,tri,28744,14372,data\LabeledDB_new\Chair\117.off
633b6e788e368ab51dbd991c,"[-0.313631,-0.831827,-0.390666,0.46566,0.805727,0.398381]",Chair,tri,18306,9153,data\LabeledDB_new\Chair\118.off
633b6e788e368ab51dbd991d,"[-0.443812,-0.875904,-0.37965,0.4447,0.744655,0.541549]",Chair,tri,24652,12326,data\LabeledDB_new\Chair\119.off
633b6e788e368ab51dbd991e,"[-0.380856,-0.919726,-0.309749,0.390663,0.778459,0.440598]",Chair,tri,20242,10121,data\LabeledDB_new\Chair\120.off
633b6e788e368ab51dbd991f,"[-0.958498,-0.565449,-0.614474,0.704164,0.523527,0.620392]",Cup,tri,30396,15198,data\LabeledDB_new\Cup\21.off
633b6e788e368ab51dbd9920,"[-0.820897,-0.598363,-0.687758,0.939458,0.710098,0.693897]",Cup,tri,30004,15002,data\LabeledDB_new\Cup\22.off
633b6e788e368ab51dbd9921,"[-0.988173,-0.577739,-0.714207,0.786336,0.44876,0.716959]",Cup,tri,30074,15037,data\LabeledDB_new\Cup\23.off
633b6e788e368ab51dbd9922,"[-0.838958,-0.631289,-0.700982,0.943793,0.699648,0.70249]",Cup,tri,30492,15246,data\LabeledDB_new\Cup\24.off
633b6e788e368ab51dbd9923,"[-0.585517,-0.885707,-0.571351,0.579172,0.821075,0.576458]",Cup,tri,30170,15087,data\LabeledDB_new\Cup\25.off
633b6e788e368ab51dbd9924,"[-0.643368,-0.520257,-0.771033,0.912592,0.523004,0.715781]",Cup,tri,30418,15209,data\LabeledDB_new\Cup\26.off
633b6e788e368ab51dbd9925,"[-0.642404,-0.549153,-0.662109,0.86371,0.554481,0.703455]",Cup,tri,30274,15137,data\LabeledDB_new\Cup\27.off
633b6e788e368ab51dbd9926,"[-0.959558,-0.582282,-0.621327,0.727063,0.519904,0.6294]",Cup,tri,30140,15070,data\LabeledDB_new\Cup\28.off
633b6e788e368ab51dbd9927,"[-0.624264,-0.500294,-0.650657,0.935906,0.490971,0.640459]",Cup,tri,30254,15127,data\LabeledDB_new\Cup\29.off
633b6e788e368ab51dbd9928,"[-0.542379,-0.928333,-0.541002,0.549027,0.518388,0.550698]",Cup,tri,30008,15006,data\LabeledDB_new\Cup\30.off
633b6e788e368ab51dbd9929,"[-0.963292,-0.89607,-0.643759,0.793415,0.6695,0.648166]",Cup,tri,30454,15227,data\LabeledDB_new\Cup\31.off
633b6e788e368ab51dbd992a,"[-0.619332,-0.628529,-0.531993,0.85331,0.704408,0.534948]",Cup,tri,29502,14751,data\LabeledDB_new\Cup\32.off
633b6e788e368ab51dbd992b,"[-0.741236,-0.615942,-0.674574,0.971166,0.650718,0.6727]",Cup,tri,14698,7349,data\LabeledDB_new\Cup\33.off
633b6e788e368ab51dbd992c,"[-0.626253,-0.872109,-0.793881,0.629673,0.701449,0.764418]",Cup,tri,19204,9602,data\LabeledDB_new\Cup\34.off
633b6e788e368ab51dbd992d,"[-0.498578,-0.881755,-0.475519,0.500886,0.653413,0.478736]",Cup,tri,30268,15136,data\LabeledDB_new\Cup\35.off
633b6e788e368ab51dbd992e,"[-0.763991,-0.753795,-0.631095,0.653126,0.86456,0.717949]",Cup,tri,18152,9076,data\LabeledDB_new\Cup\36.off
633b6e788e368ab51dbd992f,"[-0.687798,-0.671802,-0.723183,0.661577,0.676916,0.999318]",Cup,tri,12540,6270,data\LabeledDB_new\Cup\37.off
633b6e788e368ab51dbd9930,"[-0.90279,-0.683938,-0.608823,0.807385,0.617743,0.62186]",Cup,tri,30128,15064,data\LabeledDB_new\Cup\38.off
633b6e788e368ab51dbd9931,"[-0.760185,-0.498521,-0.659451,0.908827,0.620315,0.622055]",Cup,tri,30322,15161,data\LabeledDB_new\Cup\39.off
633b6e788e368ab51dbd9932,"[-0.514777,-0.924153,-0.512149,0.517862,0.921918,0.514446]",Cup,tri,30326,15165,data\LabeledDB_new\Cup\40.off
633b6e788e368ab51dbd9933,"[-0.940084,-0.301129,-0.492031,0.842687,0.296484,0.571906]",Fish,tri,14238,7121,data\LabeledDB_new\Fish\221.off
633b6e788e368ab51dbd9934,"[-0.859245,-0.254741,-0.24972,0.952138,0.281493,0.43338]",Fish,tri,10506,5255,data\LabeledDB_new\Fish\222.off
633b6e788e368ab51dbd9935,"[-0.80937,-0.364122,-0.464803,0.960947,0.424418,0.362756]",Fish,tri,13308,6656,data\LabeledDB_new\Fish\223.off
